GeneMark.hmm PROKARYOTIC (Version 3.42)
Date: Tue May 13 03:26:44 2025
Sequence file name: seq.fna
Model file name: /home/genemark/parameters/prokaryotic/Escherichia_coli_K_12_substr__MG1655/GeneMark_hmm_combined.mod
RBS: true
Model information: Escherichia_coli_K_12_substr__MG1655

FASTA definition line: Chromosome dna:chromosome chromosome:ASM584v2:Chromosome:1:4641652:1 REF
Predicted genes
   Gene    Strand    LeftEnd    RightEnd       Gene     Class
 1069        +     1149728     1150657          930        1
 1070        +     1150670     1151404          735        1
 1071        +     1151615     1151851          237        1
 1072        +     1151939     1153180         1242        1
 1073        +     1153300     1154109          810        1
 1074        +     1154112     1155134         1023        1
 1075        +     1155124     1155765          642        1
 1076        +     1155762     1156766         1005        1
 1077        +     1156777     1157574          798        1
 1078        +     1157869     1159302         1434        1
 1079        -     1159362     1161551         2190        1
 1080        +     1161885     1162244          360        1
 1081        +     1162247     1162624          378        1
 1082        +     1162638     1163279          642        1
 1083        +     1163260     1164084          825        1
 1084        +     1164107     1165120         1014        1
 1085        +     1165143     1165685          543        1
 1086        +     1166085     1167389         1305        1
 1087        +     1167611     1168138          528        1
 1088        -     1168200     1168832          633        1
 1089        +     1169073     1169330          258        1
 1090        -     1169412     1170371          960        1
 1091        -     1170518     1173964         3447        1
 1092        -     1174092     1175165         1074        1
 1093        +     1175427     1176626         1200        1
 1094        +     1176619     1177320          702        1
 1095        +     1177320     1178564         1245        1
 1096        +     1178593     1179504          912        1
 1097        +     1179520     1180359          840        1
 1098        -     1180479     1181267          789        1
 1099        -     1181264     1181725          462        1
 1100        -     1181783     1182829         1047        1
 1101        -     1182826     1183620          795        1
 1102        -     1183617     1184474          858        1
 1103        -     1184458     1185594         1137        1
 1104        +     1185844     1187070         1227        1
 1105        -     1187119     1188240         1122        1
 1106        -     1188316     1189776         1461        1
 1107        -     1189776     1190447          672        1
 1108        -     1190616     1191986         1371        1
 1109        -     1191990     1192637          648        1
 1110        -     1192667     1193773         1107        1
 1111        -     1193827     1194288          462        1
 1112        -     1194298     1194921          624        1
 1113        +     1195123     1196373         1251        1
 1114        -     1196867     1197532          666        2
 1115        -     1197533     1198228          696        2
 1116        +     1198695     1199588          894        2
 1117        -     1199679     1200806         1128        2
 1118        -     1200787     1201032          246        2
 1119        -     1201776     1202084          309        2
 1120        -     1202259     1202933          675        2
 1121        +     1203024     1203224          201        1
 1122        +     1203268     1203825          558        1
 1123        +     1203822     1204160          339        2
 1124        +     1204170     1205537         1368        1
 1125        +     1205549     1205731          183        1
 1126        +     1205731     1206204          474        1
 1127        +     1206173     1206922          750        1
 1128        +     1206913     1207497          585        1
 1129        +     1207501     1208130          630        1
 1130        +     1208132     1208545          414        1
 1131        -     1208517     1209119          603        1
 1132        -     1209119     1209655          537        1
 1133        +     1209685     1210239          555        1
 1134        +     1210346     1211179          834        2
 1135        +     1211413     1211577          165        1
 1136        -     1212703     1213107          405        1
 1137        -     1213328     1214059          732        1
 1138        -     1214264     1215475         1212        1
 1139        +     1215789     1216025          237        2
 1140        +     1216068     1216340          273        2
 1141        +     1216369     1216635          267        1
 1142        +     1216820     1216996          177        1
 1143        +     1217328     1218851         1524        2
 1144        +     1218983     1219201          219        2
 1145        +     1219601     1221121         1521        2
 1146        +     1221329     1222222          894        1
 1147        -     1222305     1222634          330        1
 1148        -     1222644     1222919          276        1
 1149        +     1223695     1223907          213        1
 1150        -     1224279     1224545          267        1
 1151        -     1224549     1225361          813        1
 1152        -     1225385     1226080          696        1
 1153        +     1226600     1226968          369        1
 1154        -     1227071     1227472          402        2
 1155        +     1227714     1228007          294        1
 1156        +     1228079     1228738          660        1
 1157        +     1228815     1229276          462        1
 1158        -     1229483     1230400          918        1
 1159        +     1230767     1231186          420        1
 1160        +     1231186     1232454         1269        1
 1161        -     1232500     1233030          531        1
 1162        -     1233176     1234717         1542        1
 1163        +     1234938     1235657          720        1
 1164        -     1235709     1237241         1533        1
 1165        +     1237598     1238869         1272        1
 1166        +     1238879     1239949         1071        1
 1167        -     1240335     1241945         1611        1
 1168        -     1242166     1243080          915        1
 1169        +     1243180     1243791          612        1
 1170        -     1243793     1244527          735        1
 1171        +     1244728     1244982          255        1
 1172        +     1245160     1245600          441        1
 1173        -     1245679     1247376         1698        1
 1174        -     1247696     1249114         1419        1
 1175        -     1249125     1249757          633        1
 1176        -     1249768     1250838         1071        1
 1177        +     1251066     1252985         1920        1
 1178        -     1253085     1255952         2868        1
 1179        +     1256297     1256476          180        1
 1180        -     1256721     1257812         1092        1
 1181        -     1257929     1258513          585        1
 1182        +     1258791     1259069          279        1
 1183        -     1259124     1260776         1653        1
 1184        -     1260928     1261941         1014        1
 1185        -     1262026     1262877          852        1
 1186        -     1262877     1263500          624        1
 1187        +     1263714     1264970         1257        1
 1188        +     1265012     1266094         1083        1
 1189        +     1266094     1266927          834        1
 1190        +     1266924     1267316          393        1
 1191        +     1267320     1268129          810        1
 1192        +     1268165     1269019          855        1
 1193        -     1269168     1269275          108        1
 1194        -     1269703     1269810          108        1
 1195        -     1270238     1270345          108        1
 1196        -     1270749     1271849         1101        1
 1197        +     1272119     1272349          231        1
 1198        +     1272486     1273202          717        1
 1199        -     1273246     1273599          354        1
 1200        +     1273784     1275178         1395        1
 1201        -     1275179     1275829          651        1
 1202        -     1275822     1277618         1797        1
 1203        +     1277957     1279348         1392        1
 1204        +     1279864     1283607         3744        1
 1205        +     1283604     1285142         1539        1
 1206        +     1285139     1285849          711        1
 1207        +     1285849     1286526          678        1
 1208        +     1286709     1286984          276        2
 1209        +     1287065     1287631          567        2
 1210        -     1287782     1288624          843        1
 1211        -     1288674     1289033          360        1
 1212        +     1289245     1290150          906        1
 1213        +     1290242     1291255         1014        1
 1214        +     1291457     1292365          909        1
 1215        -     1292509     1292922          414        1
 1216        +     1293617     1294144          528        1
 1217        -     1294426     1295016          591        2
 1218        -     1295137     1295322          186        1
 1219        -     1295446     1298121         2676        1
 1220        +     1298598     1299245          648        1
 1221        +     1299567     1300547          981        1
 1222        +     1301137     1302813         1677        1
 1223        +     1302899     1303819          921        1
 1224        +     1303834     1304742          909        1
 1225        +     1304754     1305767         1014        1
 1226        +     1305764     1306768         1005        1
 1227        -     1306821     1307150          330        1
 1228        -     1307185     1308645         1461        1
 1229        -     1309016     1310269         1254        1
 1230        -     1310569     1310865          297        1
 1231        +     1311080     1311808          729        1
 1232        -     1311848     1312192          345        1
 1233        -     1312351     1312890          540        1
 1234        -     1312920     1313663          744        1
 1235        +     1314020     1314658          639        1
 1236        -     1314718     1315224          507        1
 1237        -     1315270     1315770          501        1
 1238        -     1315856     1316035          180        1
 1239        -     1316416     1317222          807        1
 1240        -     1317222     1318415         1194        1
 1241        -     1318427     1319788         1362        1
 1242        -     1319789     1321384         1596        1
 1243        -     1321384     1322946         1563        1
 1244        +     1323220     1324101          882        1
 1245        +     1324098     1324718          621        1
 1246        +     1324746     1326641         1896        1
 1247        +     1326852     1327727          876        1
 1248        -     1327767     1328357          591        1
 1249        -     1328354     1329112          759        1
 1250        +     1329332     1330381         1050        1
 1251        -     1330417     1330668          252        1
 1252        +     1331048     1333645         2598        1
 1253        +     1333855     1334829          975        1
 1254        +     1335160     1335288          129        1
 1255        +     1335291     1335458          168        1
 1256        -     1335532     1335657          126        2
 1257        +     1335831     1338506         2676        1
 1258        -     1338570     1339160          591        1
 1259        +     1339330     1340094          765        1
 1260        +     1340243     1340551          309        1
 1261        +     1340558     1341727         1170        1
 1262        +     1341861     1342658          798        1
 1263        +     1342658     1342984          327        1
 1264        -     1343110     1343328          219        1
 1265        -     1343597     1344346          750        1
 1266        -     1344436     1344609          174        1
 1267        -     1344757     1346742         1986        1
 1268        +     1346796     1346900          105        1
 1269        -     1346978     1348912         1935        1
 1270        -     1348980     1350107         1128        1
 1271        -     1350251     1351039          789        1
 1272        +     1351563     1351727          165        2
 1273        -     1351828     1352634          807        1
 1274        -     1352636     1353628          993        1
 1275        -     1353628     1354518          891        1
 1276        -     1354505     1355470          966        1
 1277        -     1355467     1357083         1617        1
 1278        -     1357423     1357668          246        1
 1279        -     1357802     1359187         1386        1
 1280        -     1359490     1360908         1419        1
 1281        +     1361132     1361884          753        1
 1282        +     1361911     1362468          558        1
 1283        +     1362743     1364230         1488        1
 1284        +     1364232     1365512         1281        1
 1285        +     1365550     1366815         1266        1
 1286        -     1366935     1367927          993        1
 1287        +     1368079     1368747          669        1
 1288        +     1368801     1369025          225        1
 1289        +     1369025     1369384          360        1
 1290        +     1369393     1369614          222        1
 1291        +     1369689     1370003          315        1
 1292        +     1370216     1371895         1680        1
 1293        +     1371909     1373201         1293        1
 1294        +     1373222     1374103          882        1
 1295        +     1374090     1374932          843        1
 1296        +     1374963     1376015         1053        1
 1297        +     1376034     1376822          789        1
 1298        +     1376844     1377887         1044        1
 1299        +     1377884     1380151         2268        1
 1300        +     1380148     1380807          660        1
 1301        +     1380821     1381789          969        1
 1302        +     1381947     1382852          906        1
 1303        -     1382963     1383961          999        1
 1304        +     1384117     1385514         1398        1
 1305        +     1385511     1386572         1062        1
 1306        +     1386720     1388261         1542        1
 1307        -     1388305     1388811          507        1
 1308        +     1388930     1389895          966        1
 1309        -     1389870     1390598          729        1
 1310        -     1390680     1390862          183        1
 1311        -     1390933     1391850          918        1
 1312        +     1391991     1392890          900        1
 1313        +     1393227     1394840         1614        1
 1314        -     1394891     1395922         1032        1
 1315        +     1396112     1397092          981        1
 1316        +     1397365     1397622          258        1
 1317        -     1397672     1398622          951        1
 1318        -     1398774     1399526          753        1
 1319        -     1399721     1400236          516        1
 1320        -     1400247     1401773         1527        1
 1321        -     1401810     1403255         1446        1
 1322        -     1403255     1404565         1311        1
 1323        -     1404641     1404742          102        1
 1324        +     1404741     1405649          909        1
 1325        +     1405979     1406542          564        1
 1326        -     1406563     1407795         1233        1
 1327        +     1408050     1409033          984        1
 1328        +     1409511     1410884         1374        1
 1329        -     1411013     1411948          936        1
 1330        -     1412000     1413235         1236        2
 1331        -     1413237     1413452          216        2
 1332        -     1413531     1413812          282        2
 1333        -     1413984     1414793          810        1
 1334        -     1414786     1417386         2601        1
 1335        -     1417488     1417763          276        1
 1336        -     1417838     1418014          177        2
 1337        -     1418008     1418229          222        1
 1338        +     1418548     1419159          612        2
 1339        -     1419156     1419311          156        1
 1340        -     1419322     1419456          135        1
 1341        -     1419765     1420241          477        2
 1342        +     1420684     1421106          423        1
 1343        +     1421119     1421976          858        2
 1344        +     1421983     1422729          747        1
 1345        +     1422752     1423312          561        1
 1346        +     1423339     1423644          306        1
 1347        +     1423863     1425239         1377        2
 1348        +     1425377     1425640          264        1
 1349        +     1425621     1425980          360        1
 1350        +     1426157     1426288          132        1
 1351        +     1426454     1427482         1029        2
 1352        -     1427746     1428726          981        1
 1353        +     1428814     1428984          171        1
 1354        -     1428985     1429158          174        1
 1355        -     1429546     1430283          738        1
 1356        +     1430414     1432411         1998        1
 1357        +     1432423     1432986          564        1
 1358        -     1433084     1433674          591        2
 1359        -     1433991     1434224          234        2
 1360        +     1434746     1434919          174        2
 1361        -     1435185     1435619          435        1
 1362        -     1435760     1436893         1134        1
 1363        -     1437260     1440784         3525        1
 1364        +     1441199     1441324          126        1
 1365        -     1441321     1441743          423        1
 1366        -     1441854     1442843          990        1
 1367        +     1443051     1445690         2640        1
 1368        +     1445687     1445872          186        1
 1369        +     1445880     1446206          327        2
 1370        -     1446378     1447283          906        1
 1371        +     1447519     1449018         1500        1
 1372        -     1449076     1451349         2274        1
 1373        -     1451597     1453642         2046        1
 1374        +     1453927     1454856          930        1
 1375        +     1454868     1455155          288        1
 1376        +     1455164     1455910          747        1
 1377        +     1455925     1456422          498        1
 1378        +     1456430     1457500         1071        1
 1379        +     1457497     1458264          768        1
 1380        +     1458267     1459052          786        1
 1381        +     1459054     1460481         1428        1
 1382        +     1460471     1460893          423        1
 1383        +     1460893     1462098         1206        1
 1384        +     1462125     1463438         1314        1
 1385        +     1463539     1464489          951        1
 1386        +     1464471     1465061          591        1
 1387        +     1465410     1467950         2541        1
 1388        -     1467921     1468712          792        1
 1389        -     1468784     1469149          366        2
 1390        +     1469358     1470509         1152        2
 1391        +     1470858     1474013         3156        1
 1392        +     1474221     1475081          861        1
 1393        +     1475144     1477450         2307        1
 1394        +     1477621     1478226          606        1
 1395        +     1478226     1479122          897        1
 1396        +     1479138     1480895         1758        1
 1397        +     1480885     1482201         1317        1
 1398        -     1482255     1482860          606        1
 1399        +     1483061     1486963         3903        1
 1400        +     1487235     1488035          801        1
 1401        +     1488256     1489671         1416        1
 1402        -     1489713     1489964          252        1
 1403        -     1489961     1490365          405        1
 1404        -     1490597     1490713          117        1
 1405        +     1490902     1491432          531        1
 1406        +     1491677     1491850          174        1
 1407        -     1491922     1492071          150        2
 1408        +     1492470     1494110         1641        1
 1409        -     1494148     1494990          843        1
 1410        +     1495288     1496631         1344        1
 1411        +     1496892     1498511         1620        1
 1412        +     1498651     1498875          225        2
 1413        +     1498938     1499477          540        1
 1414        -     1499469     1500449          981        1
 1415        +     1500573     1501565          993        1
 1416        +     1501562     1502155          594        1
 1417        +     1502457     1503125          669        1
 1418        -     1503362     1503649          288        2
 1419        +     1503717     1504865         1149        1
 1420        -     1504905     1506080         1176        1
 1421        +     1506172     1506708          537        1
 1422        +     1506781     1508742         1962        1
 1423        -     1508834     1509004          171        1
 1424        +     1509487     1509924          438        1
 1425        +     1510003     1511409         1407        1
 1426        +     1511654     1512799         1146        1
 1427        +     1512817     1513830         1014        1
 1428        +     1513831     1514772          942        1
 1429        +     1514762     1515556          795        1
 1430        +     1515578     1517002         1425        1
 1431        +     1517314     1517562          249        1
 1432        +     1517648     1517881          234        1
 1433        -     1517882     1518331          450        1
 1434        -     1518328     1518909          582        1
 1435        +     1519027     1520064         1038        1
 1436        +     1520262     1520927          666        1
 1437        -     1520963     1523065         2103        1
 1438        +     1523307     1524368         1062        1
 1439        -     1524481     1525980         1500        1
 1440        +     1526247     1526864          618        1
 1441        +     1526940     1527152          213        2
 1442        +     1527890     1529938         2049        1
 1443        +     1529922     1530404          483        2
 1444        +     1530586     1531332          747        2
 1445        +     1531816     1532952         1137        2
 1446        +     1533052     1533285          234        1
 1447        -     1533282     1533851          570        1
 1448        +     1534024     1534869          846        1
 1449        -     1534965     1535858          894        1
 1450        -     1535937     1536617          681        1
 1451        -     1536614     1537309          696        1
 1452        -     1537309     1538853         1545        1
 1453        -     1538850     1542590         3741        1
 1454        -     1542672     1544060         1389        1
 1455        -     1544384     1544719          336        2
 1456        -     1544758     1545714          957        2
 1457        -     1545738     1546028          291        1
 1458        -     1546288     1547112          825        1
 1459        +     1547401     1547988          588        1
 1460        +     1548037     1550448         2412        1
 1461        +     1550461     1551345          885        1
 1462        +     1551338     1551991          654        1
 1463        -     1552162     1552248           87        1
 1464        -     1552398     1552682          285        1
 1465        -     1552828     1553838         1011        1
 1466        -     1553972     1555669         1698        1
 1467        +     1555719     1555808           90        1
 1468        -     1555826     1555963          138        1
 1469        -     1556065     1556280          216        1
 1470        +     1556625     1557056          432        1
 1471        -     1557112     1558038          927        1
 1472        -     1558031     1559017          987        1
 1473        -     1559014     1559910          897        1
 1474        -     1559907     1560929         1023        1
 1475        -     1560931     1562481         1551        1
 1476        -     1562495     1563076          582        1
 1477        -     1563334     1565757         2424        1
 1478        -     1565758     1567140         1383        1
 1479        -     1567504     1568658         1155        1
 1480        -     1568954     1570300         1347        1
 1481        -     1570645     1572045         1401        1
 1482        -     1572407     1575190         2784        1
 1483        -     1575247     1577619         2373        1
 1484        -     1577657     1579342         1686        1
 1485        -     1579633     1580691         1059        1
 1486        -     1580842     1582461         1620        1
 1487        -     1582926     1583687          762        2
 1488        -     1583762     1583959          198        1
 1489        -     1584207     1586486         2280        1
 1490        -     1586820     1587734          915        2
 1491        -     1587793     1588296          504        2
 1492        -     1588309     1588839          531        1
 1493        -     1588853     1590001         1149        1
 1494        -     1590254     1590475          222        2
 1495        -     1590854     1592176         1323        1
 1496        -     1592176     1592442          267        1
 1497        -     1592665     1594065         1401        1
 1498        -     1594109     1597948         3840        1
 1499        -     1598617     1600209         1593        1
 1500        -     1600288     1601241          954        1
 1501        +     1601490     1603025         1536        1
 1502        +     1603019     1604047         1029        1
 1503        +     1604047     1605039          993        1
 1504        +     1605051     1606073         1023        1
 1505        +     1606100     1606975          876        1
 1506        +     1606999     1607289          291        1
 1507        +     1607346     1608104          759        1
 1508        -     1608108     1609022          915        1
 1509        -     1609229     1610680         1452        1
 1510        -     1610907     1611854          948        1
 1511        -     1611966     1612325          360        1
 1512        -     1612325     1613251          927        1
 1513        -     1613315     1614703         1389        1
 1514        +     1614804     1615685          882        1
 1515        +     1615763     1616878         1116        2
 1516        +     1617028     1618218         1191        1
 1517        -     1618243     1618908          666        1
 1518        +     1619120     1619554          435        1
 1519        +     1619574     1619957          384        1
 1520        -     1620238     1621137          900        1
 1521        +     1621332     1622519         1188        1
 1522        +     1622646     1622741           96        1
 1523        -     1622960     1623850          891        1
 1524        -     1624105     1624497          393        1
 1525        +     1624773     1625291          519        1
 1526        -     1625335     1627380         2046        1
 1527        +     1627517     1628263          747        1
 1528        +     1628352     1629038          687        1
 1529        +     1629215     1629418          204        1
 1530        -     1629453     1630913         1461        1
 1531        -     1631002     1632285         1284        1
 1532        +     1633072     1633305          234        2
 1533        +     1633622     1634212          591        2
 1534        -     1634310     1634873          564        1
 1535        -     1634885     1635733          849        1
 1536        -     1635798     1636367          570        1
 1537        +     1637047     1637457          411        2
 1538        -     1637609     1637782          174        1
 1539        -     1638455     1638667          213        1
 1540        -     1639030     1639527          498        2
 1541        -     1639524     1640057          534        1
 1542        -     1640054     1640365          312        1
 1543        -     1640370     1640576          207        1
 1544        -     1641339     1641554          216        1
 1545        +     1641867     1642067          201        1
 1546        -     1642489     1643241          753        2
 1547        -     1643255     1644277         1023        1
 1548        -     1644651     1644899          249        1
 1549        -     1645119     1645274          156        2
 1550        -     1645346     1645633          288        2
 1551        -     1645633     1645872          240        1
 1552        +     1646405     1646737          333        2
 1553        -     1647122     1647349          228        2
 1554        -     1647346     1647576          231        2
 1555        -     1647620     1647850          231        2
 1556        +     1647934     1648341          408        2
 1557        +     1648508     1648663          156        1
 1558        +     1648665     1648793          129        1
 1559        +     1648823     1649041          219        1
 1560        +     1649609     1649797          189        1
 1561        +     1649890     1649985           96        1
 1562        +     1650078     1650998          921        1
 1563        +     1650995     1651537          543        2
 1564        +     1651512     1652708         1197        2
 1565        -     1652896     1653915         1020        1
 1566        -     1653927     1655141         1215        1
 1567        -     1655347     1655673          327        1
 1568        +     1655808     1656149          342        1
 1569        +     1656184     1656744          561        1
 1570        -     1656747     1657370          624        1
 1571        +     1657565     1657870          306        1
 1572        +     1658069     1660495         2427        1
 1573        +     1660553     1662979         2427        1
 1574        +     1662990     1663607          618        1
 1575        +     1663609     1664463          855        1
 1576        +     1664506     1665120          615        1
 1577        +     1665315     1666571         1257        1
 1578        -     1666524     1667219          696        1
 1579        -     1667344     1668564         1221        1
 1580        -     1668699     1669592          894        1
 1581        +     1669699     1670952         1254        1
 1582        +     1671349     1671684          336        1
 1583        +     1671777     1671860           84        1
 1584        +     1671960     1672781          822        1
 1585        -     1672820     1673149          330        1
 1586        -     1673136     1673501          366        1
 1587        +     1673913     1674947         1035        1
 1588        -     1674972     1676360         1389        1
 1589        -     1676371     1677903         1533        1
 1590        +     1678427     1679371          945        1
 1591        +     1679557     1680939         1383        1
 1592        +     1680976     1681698          723        1
 1593        -     1681695     1682030          336        1
 1594        +     1682159     1682878          720        1
 1595        +     1682882     1684183         1302        1
 1596        +     1684259     1685188          930        1
 1597        -     1685185     1686588         1404        1
 1598        -     1686731     1688377         1647        1
 1599        +     1688576     1689751         1176        1
 1600        +     1689852     1691360         1509        1
 1601        -     1691586     1692851         1266        1
 1602        -     1692890     1694263         1374        1
 1603        -     1694260     1696071         1812        1
 1604        -     1696462     1697049          588        1
 1605        -     1697273     1698040          768        1
 1606        -     1698152     1699180         1029        1
 1607        +     1699355     1700947         1593        1
 1608        +     1700957     1702129         1173        1
 1609        +     1702233     1703234         1002        1
 1610        -     1703268     1704308         1041        1
 1611        +     1704491     1704676          186        2
 1612        +     1704949     1705164          216        1
 1613        +     1705250     1705690          441        1
 1614        +     1705767     1706348          582        1
 1615        +     1706348     1706926          579        1
 1616        +     1706919     1709141         2223        1
 1617        +     1709202     1710200          999        1
 1618        +     1710204     1710824          621        1
 1619        +     1710828     1711523          696        1
 1620        +     1711523     1712158          636        1
 1621        +     1712286     1712486          201        2
 1622        +     1712769     1714271         1503        1
 1623        +     1714377     1714982          606        1
 1624        -     1715026     1715886          861        1
 1625        -     1715948     1717222         1275        1
 1626        -     1717351     1718007          657        1
 1627        -     1718066     1718395          330        1
 1628        -     1718493     1719602         1110        1
 1629        +     1719876     1720343          468        1
 1630        -     1720390     1720830          441        1
 1631        +     1721025     1721261          237        1
 1632        +     1721264     1722121          858        1
 1633        +     1722121     1724133         2013        1
 1634        -     1724134     1724670          537        1
 1635        -     1724736     1725632          897        1
 1636        +     1725692     1725811          120        1
 1637        +     1726023     1726622          600        1
 1638        +     1726659     1727756         1098        1
 1639        +     1727837     1728244          408        1
 1640        +     1728347     1728994          648        1
 1641        +     1729087     1733703         4617        1
 1642        -     1733754     1734101          348        1
 1643        +     1734435     1735250          816        1
 1644        +     1735378     1735959          582        1
 1645        -     1736121     1737290         1170        1
 1646        -     1737456     1737545           90        1
 1647        +     1737844     1738869         1026        1
 1648        -     1738866     1739798          933        1
 1649        +     1739911     1741122         1212        1
 1650        +     1741413     1742561         1149        1
 1651        -     1742601     1743242          642        1
 1652        +     1743457     1744830         1374        1
 1653        -     1744871     1746127         1257        1
 1654        +     1746700     1747005          306        1
 1655        +     1747131     1748735         1605        1
 1656        -     1748747     1749559          813        1
 1657        -     1749563     1750348          786        1
 1658        -     1750345     1750899          555        1
 1659        -     1751077     1751715          639        1
 1660        -     1751728     1753830         2103        1
 1661        -     1753851     1754477          627        1
 1662        -     1754932     1755102          171        1
 1663        +     1755698     1757110         1413        1
 1664        +     1757421     1757657          237        1
 1665        -     1757721     1758725         1005        1
 1666        -     1758874     1759290          417        1
 1667        -     1759303     1760523         1221        1
 1668        -     1760520     1761791         1272        1
 1669        -     1761766     1762512          747        1
 1670        -     1762522     1764009         1488        1
 1671        -     1764018     1764386          369        1
 1672        -     1764934     1765203          270        1
 1673        -     1765222     1765632          411        1
 1674        -     1765629     1768685         3057        1
 1675        +     1769074     1770186         1113        1
 1676        +     1770615     1770971          357        1
 1677        +     1771131     1772285         1155        1
 1678        +     1772512     1773777         1266        1
 1679        +     1773789     1774655          867        1
 1680        +     1774686     1775444          759        1
 1681        +     1775587     1777182         1596        1
 1682        +     1777196     1778347         1152        1
 1683        -     1778390     1779301          912        1
 1684        +     1779617     1780381          765        1
 1685        +     1780401     1781339          939        1
 1686        +     1781395     1782684         1290        1
 1687        +     1782681     1782974          294        1
 1688        +     1782977     1784677         1701        1
 1689        -     1784734     1787112         2379        1
 1690        +     1787445     1788278          834        1
 1691        +     1788435     1789481         1047        1
 1692        +     1789613     1789804          192        1
 1693        -     1789808     1791244         1437        1
 1694        -     1791307     1792020          714        2
 1695        -     1792267     1792731          465        1
 1696        -     1792809     1793558          750        1
 1697        -     1793558     1794109          552        1
 1698        -     1794172     1795152          981        1
 1699        -     1795253     1795552          300        1
 1700        -     1795557     1797944         2388        1
 1701        -     1797959     1798942          984        1
 1702        -     1799393     1799749          357        1
 1703        -     1799802     1799999          198        1
 1704        -     1800096     1800530          435        1
 1705        -     1800642     1802570         1929        1
 1706        +     1803244     1803567          324        1
 1707        +     1803824     1804993         1170        2
 1708        +     1805165     1805272          108        1
 1709        -     1805325     1806050          726        1
 1710        +     1806370     1807299          930        1
 1711        +     1807400     1807690          291        2
 1712        +     1807796     1808656          861        1
 1713        -     1808697     1809233          537        1
 1714        +     1809380     1810048          669        1
 1715        +     1810211     1810801          591        1
 1716        +     1810934     1812325         1392        1
 1717        -     1812329     1813132          804        2
 1718        -     1813421     1813663          243        1
 1719        +     1813867     1816128         2262        1
 1720        -     1816386     1817135          750        1
 1721        -     1817148     1818500         1353        1
 1722        -     1818605     1819444          840        1
 1723        -     1819455     1819805          351        1
 1724        -     1819856     1821214         1359        1
 1725        -     1821299     1821619          321        1
 1726        -     1821918     1822256          339        1
 1727        +     1822458     1823285          828        1
 1728        +     1823515     1824402          888        1
 1729        -     1824362     1824937          576        1
 1730        -     1825140     1825625          486        1
 1731        -     1825955     1826923          969        1
 1732        -     1826916     1828259         1344        1
 1733        -     1828256     1829734         1479        1
 1734        -     1829731     1830762         1032        1
 1735        -     1830762     1831982         1221        1
 1736        +     1832238     1832324           87        1
 1737        +     1832428     1833234          807        1
 1738        +     1833401     1834111          711        1
 1739        +     1834116     1834793          678        1
 1740        +     1834808     1835515          708        1
 1741        +     1835515     1836063          549        1
 1742        +     1836073     1837239         1167        1
 1743        +     1837212     1838747         1536        1
 1744        +     1838747     1839400          654        1
 1745        +     1839467     1840774         1308        1
 1746        -     1840783     1841403          621        1
 1747        +     1841490     1841897          408        1
 1748        -     1841863     1842135          273        1
 1749        +     1842371     1843714         1344        1
 1750        -     1843831     1844871         1041        2
 1751        -     1844999     1846960         1962        1
 1752        -     1846965     1848008         1044        1
 1753        -     1848125     1848676          552        1
 1754        +     1848837     1850693         1857        1
 1755        +     1850908     1851876          969        1
 1756        +     1851887     1852528          642        1
 1757        -     1852621     1853979         1359        1
 1758        -     1854096     1854854          759        1
 1759        -     1854991     1855971          981        1
 1760        -     1855981     1856928          948        1
 1761        -     1856933     1857769          837        1
 1762        -     1857790     1858833         1044        1
 1763        -     1858850     1860229         1380        1
 1764        -     1860256     1861332         1077        1
 1765        -     1861702     1861974          273        1
 1766        -     1862016     1862429          414        1
 1767        +     1862771     1863766          996        1
 1768        +     1863850     1864734          885        1
 1769        -     1864782     1865636          855        1
 1770        -     1865726     1866472          747        1
 1771        +     1866908     1868842         1935        1
 1772        +     1868955     1870238         1284        1
 1773        +     1870385     1871860         1476        1
 1774        +     1872059     1873531         1473        1
 1775        +     1873574     1874077          504        1
 1776        -     1874078     1874182          105        1
 1777        +     1874352     1874798          447        1
 1778        -     1874755     1875576          822        2
 1779        +     1875673     1876854         1182        1
 1780        +     1876909     1877256          348        1
 1781        -     1877278     1877532          255        1
 1782        +     1877715     1878740         1026        1
 1783        -     1879007     1879255          249        1
 1784        -     1879403     1879585          183        1
 1785        -     1879589     1879948          360        1
 1786        -     1880121     1880759          639        1
 1787        -     1880886     1881830          945        1
 1788        +     1881912     1882997         1086        1
 1789        +     1883194     1884633         1440        1
 1790        +     1884665     1885789         1125        1
 1791        +     1885845     1886810          966        1
 1792        -     1886864     1887979         1116        1
 1793        -     1888061     1889746         1686        1
 1794        -     1889951     1890532          582        1
 1795        -     1890572     1891267          696        1
 1796        -     1891325     1893235         1911        1
 1797        +     1893367     1893711          345        1
 1798        +     1894133     1894432          300        1
 1799        -     1894552     1894731          180        1
 1800        +     1894805     1896166         1362        1
 1801        +     1896170     1896748          579        1
 1802        +     1896998     1898296         1299        1
 1803        +     1898427     1900025         1599        1
 1804        -     1900029     1901585         1557        1
 1805        +     1902048     1903019          972        1
 1806        +     1903082     1903882          801        1
